store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,state_fips,county_fips,tract_fips,block_fips,cbsa_fips,csa_fips,coord_source,fips_source
fg14,,https://www.aldi.us/stores/l/in/westfield/54-e-spring-mill-pointe-dr/fg14,ALDI 54 E Spring Mill Pointe Dr,open,54 E Spring Mill Pointe Dr,Westfield,,Indiana,IN,46074,US,40.0422,-86.1591,America/Indiana/Indianapolis,,,,18,18057,18057110406,180571104062002,26900,294,ceo,census
fn36,,https://www.aldi.us/stores/l/fl/orlando/1403-s-hiawassee-rd/fn36,ALDI 1403 S Hiawassee Rd,open,1403 S Hiawassee Rd,Orlando,,Florida,FL,32835,US,28.5254,-81.4701,America/New_York,,,,12,12095,12095014703,120950147031001,36740,422,ceo,census
ff19,,https://www.aldi.us/stores/l/ny/medford/2799-route-112/ff19,ALDI 2799 Route 112,open,2799 Route 112,Medford,,New York,NY,11763,US,40.825,-72.9933,America/New_York,,,,36,36103,36103158712,361031587123019,35620,408,ceo,census
fs55,,https://www.aldi.us/stores/l/fl/lehigh-acres/61-bell-blvd-north/fs55,ALDI 61 Bell Blvd North,open,61 Bell Blvd North,Lehigh Acres,,Florida,FL,33936,US,26.6027,-81.6125,America/New_York,,,,12,12071,12071040316,120710403162000,15980,163,ceo,census
ff18,,https://www.aldi.us/stores/l/ma/greenfield/220-mohawk-trail/ff18,ALDI 220 Mohawk Trail,open,220 Mohawk Trail,Greenfield,,Massachusetts,MA,01301,US,42.5855,-72.6248,America/New_York,,,,25,25011,25011041000,250110410001008,24640,521,ceo,census
ff83,,https://www.aldi.us/stores/l/ms/gulfport/11312-h-hwy-49/ff83,ALDI 11312 H Hwy 49,open,11312 H Hwy 49,Gulfport,,Mississippi,MS,39503,US,30.4509,-89.0979,America/Chicago,,,,28,28047,28047003213,280470032132004,25060,,ceo,census
fn53,,https://www.aldi.us/stores/l/fl/bushnell/1122-n-main-st/fn53,ALDI 1122 N Main St,open,1122 N Main St,Bushnell,,Florida,FL,33513,US,28.6824,-82.1117,America/New_York,,,,12,12119,12119910402,121199104022045,48680,422,ceo,census
fn38,,https://www.aldi.us/stores/l/fl/ormond-beach/353-west-granada-blvd/fn38,ALDI 353 West Granada Blvd,open,353 West Granada Blvd,Ormond Beach,,Florida,FL,32174,US,29.2823,-81.0685,America/New_York,,,,12,12127,12127080807,121270808071014,19660,422,ceo,census
fo35,,https://www.aldi.us/stores/l/az/surprise/13723-w-bell-rd/fo35,ALDI 13723 W Bell Rd,open,13723 W Bell Rd,Surprise,,Arizona,AZ,85374,US,33.6373,-112.3529,America/Phoenix,,,,04,04013,04013061029,040130610293008,38060,429,ceo,census
fp23,,https://www.aldi.us/stores/l/la/slidell/2985-gause-blvd/fp23,ALDI 2985 Gause Blvd.,open,2985 Gause Blvd.,Slidell,,Louisiana,LA,70461,US,30.2901,-89.7203,America/Chicago,,,,22,22103,22103040709,221030407091016,43640,406,ceo,census
fn30,,https://www.aldi.us/stores/l/fl/new-port-richey/12124-moon-lake-rd/fn30,ALDI 12124 Moon Lake Rd,open,12124 Moon Lake Rd,New Port Richey,,Florida,FL,34654,US,28.333,-82.6018,America/New_York,,,,12,12101,12101031703,121010317031006,45300,,ceo,census
fn62,,https://www.aldi.us/stores/l/ny/bethpage/3988-hempstead-turnpike/fn62,ALDI mpstead Turnpike,open,3988 Hempstead Turnpike,Bethpage,,New York,NY,11714,US,40.7241,-73.4883,America/New_York,,,,36,36059,36059520300,360595203005002,35620,408,ceo,census
fs56,,https://www.aldi.us/stores/l/fl/north-fort-myers/5690-bayshore-rd/fs56,ALDI 5690 Bayshore Rd,open,5690 Bayshore Rd,North Fort Myers,,Florida,FL,33917,US,26.6878,-81.8635,America/New_York,,,,12,12071,12071020502,120710205024001,15980,163,ceo,census
fn57,,https://www.aldi.us/stores/l/fl/sarasota/4230-bee-ridge-road/fn57,ALDI 4230 Bee Ridge Road,open,4230 Bee Ridge Road,Sarasota,,Florida,FL,34233,US,27.298,-82.4836,America/New_York,,,,12,12115,12115001508,121150015081000,35840,412,ceo,census
fn33,,https://www.aldi.us/stores/l/fl/englewood/4100-s-mccall-road/fn33,ALDI 4100 S Mccall Road,open,4100 S Mccall Road,Englewood,,Florida,FL,34224,US,26.934,-82.2707,America/New_York,,,,12,12015,12015030201,120150302011034,39460,412,ceo,census
ft09,,https://www.aldi.us/stores/l/fl/leesburg/27405-us-hwy-27/ft09,ALDI 27405 US Hwy 27,open,27405 US Hwy 27,Leesburg,,Florida,FL,34748,US,28.7464,-81.878,America/New_York,,,,12,12069,12069031107,120690311072001,36740,422,ceo,census
fn55,,https://www.aldi.us/stores/l/fl/port-st-john/6257-us-hwy-1/fn55,ALDI 6257 US Hwy 1.,open,6257 US Hwy 1.,Port St John,,Florida,FL,32927,US,28.4715,-80.769,America/New_York,,,,12,12009,12009062106,120090621061005,37340,,ceo,census
fp26,,https://www.aldi.us/stores/l/fl/milton/5428-dogwood-drive/fp26,ALDI 5428 Dogwood Drive,open,5428 Dogwood Drive,Milton,,Florida,FL,32570,US,30.632,-87.0543,America/Chicago,,,,12,12113,12113010601,121130106011031,37860,,ceo,census
fj10,,https://www.aldi.us/stores/l/pa/harrisburg/2020-eg-dr/fj10,ALDI 2020 EG Dr,open,2020 EG Dr,Harrisburg,,Pennsylvania,PA,17110,US,40.3341,-76.8451,America/New_York,,,,42,42043,42043022501,420430225012012,25420,276,ceo,fcc
fn73,,https://www.aldi.us/stores/l/ny/lake-ronkonkoma/147-ronkonkoma-avenue/fn73,ALDI 147 Ronkonkoma Avenue,open,147 Ronkonkoma Avenue,Lake Ronkonkoma,,New York,NY,11779,US,40.8244,-73.1107,America/New_York,,,,36,36103,36103158608,361031586081000,35620,408,ceo,census
fn47,,https://www.aldi.us/stores/l/fl/new-port-richey/6400-massachusetts-ave/fn47,ALDI 6400 Massachusetts Ave,open,6400 Massachusetts Ave,New Port Richey,,Florida,FL,34653,US,28.2575,-82.7089,America/New_York,,,,12,12101,12101031401,121010314013000,45300,,ceo,census
fs69,,https://www.aldi.us/stores/l/fl/englewood/1951-s-mccall-rd-300/fs69,ALDI 1951 S. Mccall Rd #300,open,1951 S. Mccall Rd #300,Englewood,,Florida,FL,34223,US,26.9368,-82.3349,America/New_York,,,,12,12015,12015030301,120150303013039,39460,412,ceo,census
fp25,,https://www.aldi.us/stores/l/la/hammond/2302-w-thomas-street/fp25,ALDI 2302 W. Thomas Street,open,2302 W. Thomas Street,Hammond,,Louisiana,LA,70401,US,30.5022,-90.4863,America/Chicago,,,,22,22105,22105954104,221059541041034,25220,132,ceo,census
fk12,,https://www.aldi.us/stores/l/fl/gainesville/300-sw-16th-avenue/fk12,ALDI 300 SW 16th Avenue,open,300 SW 16th Avenue,Gainesville,,Florida,FL,32601,US,29.6374,-82.3289,America/New_York,,,,12,12001,12001000806,120010008062002,23540,264,ceo,census
fk15,,https://www.aldi.us/stores/l/fl/jacksonville/6060-fort-caroline-rd-10/fk15,ALDI 6060 Fort Caroline Rd #10,open,6060 Fort Caroline Rd #10,Jacksonville,,Florida,FL,32277,US,30.365,-81.5968,America/New_York,,,,12,12031,12031014901,120310149011000,27260,300,ceo,census
fp15,,https://www.aldi.us/stores/l/al/selma/1952-w-dallas-ave/fp15,ALDI 1952 W Dallas Ave,open,1952 W Dallas Ave,Selma,,Alabama,AL,36701,US,32.3982,-87.0652,America/Chicago,,,,01,01047,01047956702,010479567021019,42820,388,ceo,census
fk41,,https://www.aldi.us/stores/l/fl/naples/13725-immokalee-rd/fk41,ALDI 13725 Immokalee Rd,open,13725 Immokalee Rd,Naples,,Florida,FL,34120,US,26.2848,-81.5952,America/New_York,,,,12,12021,12021011211,120210112112032,34940,163,ceo,fcc
fp39,,https://www.aldi.us/stores/l/al/tuscaloosa/9750-highway-69-s/fp39,ALDI 9750 Highway 69 S,open,9750 Highway 69 S,Tuscaloosa,,Alabama,AL,35405,US,33.1179,-87.5531,America/Chicago,,,,01,01125,01125012504,011250125042040,46220,,ceo,fcc
fp27,,https://www.aldi.us/stores/l/ga/cordele/1011-e-16th-avenue/fp27,ALDI 1011 E 16th Avenue,open,1011 E 16th Avenue,Cordele,,Georgia,GA,31015,US,31.9644,-83.7662,America/New_York,,,,13,13081,13081010300,130810103001061,18380,,ceo,fcc
ft13,,https://www.aldi.us/stores/l/fl/palm-harbor/1360-tampa-rd/ft13,ALDI 1360 Tampa Rd,open,1360 Tampa Rd,Palm Harbor,,Florida,FL,34683,US,28.0671,-82.7626,America/New_York,,,,12,12103,12103027208,121030272083001,45300,,ceo,census
fn48,,https://www.aldi.us/stores/l/fl/saint-petersburg/3327-9th-street-n/fn48,ALDI 3327 9th Street N.,open,3327 9th Street N.,Saint Petersburg,,Florida,FL,33704,US,27.8025,-82.6457,America/New_York,,,,12,12103,12103023900,121030239002008,45300,,ceo,census
fc32,,https://www.aldi.us/stores/l/az/surprise/17038-w-waddell-rd/fc32,ALDI 17038 W Waddell Rd,open,17038 W Waddell Rd,Surprise,,Arizona,AZ,85388,US,33.6103,-112.4232,America/Phoenix,,,,04,04013,04013061060,040130610601007,38060,429,ceo,census
fc33,,https://www.aldi.us/stores/l/az/casa-grande/1829-e-florence-blvd/fc33,ALDI 1829 E Florence Blvd,open,1829 E Florence Blvd,Casa Grande,,Arizona,AZ,85122,US,32.8794,-111.709,America/Phoenix,,,,04,04021,04021001407,040210014072000,38060,429,ceo,census
fj49,,https://www.aldi.us/stores/l/il/moline/710-42nd-avenue-drive/fj49,ALDI 710 42nd Avenue Drive,open,710 42nd Avenue Drive,Moline,,Illinois,IL,61265,US,41.469,-90.5273,America/Chicago,,,,17,17161,17161021900,171610219001066,19340,209,ceo,census
fo37,,https://www.aldi.us/stores/l/nv/las-vegas/1200-s-decatur/fo37,ALDI 1200 S. Decatur,open,1200 S. Decatur,Las Vegas,,Nevada,NV,89102,US,36.1574,-115.2071,America/Los_Angeles,,,,32,32003,32003001003,320030010032007,29820,332,ceo,fcc
fg37,,https://www.aldi.us/stores/l/oh/hillsboro/211-harry-sauner-road/fg37,ALDI 211 Harry Sauner Road,open,211 Harry Sauner Road,Hillsboro,,Ohio,OH,45133,US,39.2276,-83.6144,America/New_York,,,,39,39071,39071954800,390719548001008,,,ceo,census
ff36,,https://www.aldi.us/stores/l/fl/gainesville/791-nw-120th-ter/ff36,ALDI 791 NW 120th Ter,open,791 NW 120th Ter,Gainesville,,Florida,FL,32607,US,29.6598,-82.4696,America/New_York,,,,12,12001,12001002208,120010022081006,23540,264,ceo,fcc
fm85,,https://www.aldi.us/stores/l/al/chelsea/150-chelsea-corners/fm85,ALDI 150 Chelsea Corners,open,150 Chelsea Corners,Chelsea,,Alabama,AL,35043,US,33.3464,-86.6308,America/Chicago,,,,01,01117,01117030218,011170302181030,13820,142,ceo,census
fj43,,https://www.aldi.us/stores/l/mi/whitehall/3255-colby-rd-ste-b/fj43,ALDI 3255 Colby Rd Ste B,open,3255 Colby Rd Ste B,Whitehall,,Michigan,MI,49461,US,43.4074,-86.322,America/Detroit,,,,26,26121,26121003702,261210037022000,34740,266,ceo,fcc
fj24,,https://www.aldi.us/stores/l/sc/pawleys-island/75-petigru-drive/fj24,ALDI 75 Petigru Drive,open,75 Petigru Drive,Pawleys Island,,South Carolina,SC,29585,US,33.4365,-79.1328,America/New_York,,,,45,45043,45043920504,450439205042005,34680,396,ceo,census
ff50,,https://www.aldi.us/stores/l/sc/beaufort/361-robert-smalls-pkwy/ff50,ALDI 361 Robert Smalls Pkwy,open,361 Robert Smalls Pkwy,Beaufort,,South Carolina,SC,29906,US,32.4224,-80.7347,America/New_York,,,,45,45013,45013000502,450130005021008,25940,,ceo,census
fm40,,https://www.aldi.us/stores/l/mi/rochester-hills/2636-south-adams-rd/fm40,ALDI 2636 South Adams Rd,open,2636 South Adams Rd,Rochester Hills,,Michigan,MI,48309,US,42.6411,-83.2024,America/Detroit,,,,26,26125,26125194400,261251944003001,19820,220,ceo,census
fo83,,https://www.aldi.us/stores/l/mn/albert-lea/1406-blake-avenue/fo83,ALDI 1406 Blake Avenue,open,1406 Blake Avenue,Albert Lea,,Minnesota,MN,56007,US,43.6603,-93.328,America/Chicago,,,,27,27047,27047180600,270471806001006,10660,,ceo,fcc
fp29,,https://www.aldi.us/stores/l/ms/ocean-springs/1515-bienville-boulevard/fp29,ALDI 1515 Bienville Boulevard,open,1515 Bienville Boulevard,Ocean Springs,,Mississippi,MS,39564,US,30.4172,-88.8175,America/Chicago,,,,28,28059,28059040500,280590405001005,25060,,ceo,census
fs01,,https://www.aldi.us/stores/l/ga/kingsland/1390-boone-avenue/fs01,ALDI 1390 Boone Street,open,1390 Boone Avenue,Kingsland,,Georgia,GA,31548,US,30.7845,-81.6492,America/New_York,,,,13,13039,13039010303,130390103033004,28680,300,ceo,census
fg36,,https://www.aldi.us/stores/l/oh/london/1050-eagleton-boulevard/fg36,ALDI 1050 Eagleton Boulevard,open,1050 Eagleton Boulevard,London,,Ohio,OH,43140,US,39.9092,-83.4256,America/New_York,,,,39,39097,39097040600,390970406001006,18140,198,ceo,census
fm42,,https://www.aldi.us/stores/l/mi/niles/1832-s-11th-st/fm42,ALDI 1832 S 11th St,open,1832 S 11th St,Niles,,Michigan,MI,49120,US,41.7983,-86.2488,America/Detroit,,,,26,26021,26021021100,260210211001000,35660,515,ceo,census
ff27,,https://www.aldi.us/stores/l/ny/brooklyn/625-fulton-st/ff27,ALDI 625 Fulton St.,open,625 Fulton St.,Brooklyn,,New York,NY,11201,US,40.6886,-73.9799,America/New_York,,,,36,36047,36047003300,360470033002003,35620,408,ceo,census
fl07,,https://www.aldi.us/stores/l/ar/north-little-rock/4220-e-mccain-blvd/fl07,ALDI 4220 E McCain Blvd.,open,4220 E McCain Blvd.,North Little Rock,,Arkansas,AR,72117,US,34.7877,-92.2207,America/Chicago,,,,05,05119,05119003800,051190038003052,30780,340,ceo,census
fj47,,https://www.aldi.us/stores/l/il/princeton/146-backbone-rd-e/fj47,ALDI 146 Backbone Rd E,open,146 Backbone Rd E,Princeton,,Illinois,IL,61356,US,41.3932,-89.4665,America/Chicago,,,,17,17011,17011965300,170119653001029,36837,176,ceo,census
fm41,,https://www.aldi.us/stores/l/mi/grand-haven/17233-hayes-st/fm41,ALDI 17233 Hayes St,open,17233 Hayes St,Grand Haven,,Michigan,MI,49417,US,43.0304,-86.216,America/Detroit,,,,26,26139,26139021204,261390212043013,24340,266,ceo,census
fn96,,https://www.aldi.us/stores/l/sc/duncan/1907-e-main-st/fn96,ALDI 1907 E Main St,open,1907 E Main St,Duncan,,South Carolina,SC,29334,US,34.8924,-82.0781,America/New_York,,,,45,45083,45083023406,450830234061001,43900,273,ceo,census
f100,,https://www.aldi.us/stores/l/il/chicago/30-w-huron-st/f100,ALDI 30 W Huron St,open,30 W Huron St,Chicago,,Illinois,IL,60654,US,41.895,-87.6292,America/Chicago,,,,17,17031,17031081600,170310816002002,16980,176,ceo,census
fp22,,https://www.aldi.us/stores/l/la/covington/2100-collins-blvd-suite-132/fp22,ALDI 2100 Collins Blvd. Suite 132,open,2100 Collins Blvd. Suite 132,Covington,,Louisiana,LA,70433,US,30.4984,-90.1077,America/Chicago,,,,22,22103,22103040501,221030405013000,43640,406,ceo,census
l545,,https://www.aldi.us/stores/l/ny/rego-park/61-11-junction-boulevard/l545,ALDI 61-11 Junction Boulevard,open,61-11 Junction Boulevard,Rego Park,,New York,NY,11374,US,40.7334,-73.8626,America/New_York,,,,36,36081,36081071702,360810717022013,35620,408,ceo,fcc
l546,,https://www.aldi.us/stores/l/ny/new-york/517-east-117th-street/l546,ALDI 517 East 117th Street,open,517 East 117th Street,New York,,New York,NY,10035,US,40.7957,-73.9324,America/New_York,,,,36,36061,36061017800,360610178003000,35620,408,ceo,census
l548,,https://www.aldi.us/stores/l/ny/selden/614-middle-country-road/l548,ALDI 614 Middle Country Road,open,614 Middle Country Road,Selden,,New York,NY,11784,US,40.867,-73.0329,America/New_York,,,,36,36103,36103158509,361031585091000,35620,408,ceo,census
l550,,https://www.aldi.us/stores/l/ny/kingston/767-795-e-chester-st/l550,ALDI 767-795 E Chester St,open,767-795 E Chester St,Kingston,,New York,NY,12401,US,41.9587,-73.9914,America/New_York,,,,36,36111,36111951400,361119514001030,28740,408,ceo,census
l549,,https://www.aldi.us/stores/l/ny/bronx/5532-broadway/l549,ALDI 5532 Broadway,open,5532 Broadway,Bronx,,New York,NY,10463,US,40.8777,-73.9056,America/New_York,,,,36,36005,36005028300,360050283001002,35620,408,ceo,census
l551,,https://www.aldi.us/stores/l/ny/brooklyn/528-gateway-drive/l551,ALDI 528 Gateway Drive,open,528 Gateway Drive,Brooklyn,,New York,NY,11239,US,40.6558,-73.8684,America/New_York,,,,36,36047,36047107001,360471070011011,35620,408,ceo,fcc
l547,,https://www.aldi.us/stores/l/ny/patchogue/367-sunrise-highway/l547,ALDI 367 Sunrise Highway,open,367 Sunrise Highway,Patchogue,,New York,NY,11772,US,40.7771,-73.0321,America/New_York,,,,36,36103,36103158805,361031588053027,35620,408,ceo,fcc
l552,,https://www.aldi.us/stores/l/ny/bronx/3006-3rd-avenue/l552,ALDI 3006 3rd Avenue,open,3006 3rd Avenue,Bronx,,New York,NY,10455,US,40.8194,-73.913,America/New_York,,,,36,36005,36005007100,360050071002004,35620,408,ceo,census
l553,,https://www.aldi.us/stores/l/ny/brooklyn/3785-nostrand-avenue/l553,ALDI 3785 Nostrand Avenue,open,3785 Nostrand Avenue,Brooklyn,,New York,NY,11235,US,40.5915,-73.9401,America/New_York,,,,36,36047,36047059600,360470596003000,35620,408,ceo,census
l556,,https://www.aldi.us/stores/l/ny/bay-shore/1851-sunrise-highway/l556,ALDI 1851 Sunrise Highway,open,1851 Sunrise Highway,Bay Shore,,New York,NY,11706,US,40.7384,-73.2364,America/New_York,,,,36,36103,36103146005,361031460051044,35620,408,ceo,census
l557,,https://www.aldi.us/stores/l/ny/lake-grove/139-alexander-avenue/l557,ALDI 139 Alexander Avenue,open,139 Alexander Avenue,Lake Grove,,New York,NY,11755,US,40.8661,-73.1332,America/New_York,,,,36,36103,36103135003,361031350031014,35620,408,ceo,fcc
l558,,https://www.aldi.us/stores/l/ny/riverhead/1773-old-country-road/l558,ALDI 1773 Old Country Road,open,1773 Old Country Road,Riverhead,,New York,NY,11901,US,40.9239,-72.7034,America/New_York,,,,36,36103,36103169706,361031697062013,35620,408,ceo,census
l559,,https://www.aldi.us/stores/l/ny/lindenhurst/481-park-avenue/l559,ALDI 481 Park Avenue,open,481 Park Avenue,Lindenhurst,,New York,NY,11757,US,40.6862,-73.3527,America/New_York,,,,36,36103,36103124401,361031244013013,35620,408,ceo,census
l563,,https://www.aldi.us/stores/l/ny/bronx/1750-e-gun-hill-rd-suite-b/l563,"ALDI 1750 E Gun Hill Rd, Suite B",open,1750 E Gun Hill Rd,Bronx,,New York,NY,10469,US,40.8643,-73.8346,America/New_York,,,,36,36005,36005031000,360050310002002,35620,408,ceo,census
l564,,https://www.aldi.us/stores/l/ma/springfield/1284-boston-road/l564,ALDI 1284 Boston Road,open,1284 Boston Road,Springfield,,Massachusetts,MA,01119,US,42.1405,-72.501,America/New_York,,,,25,25013,25013801503,250138015031014,44140,521,ceo,census
l565,,https://www.aldi.us/stores/l/ma/west-springfield/903-riverdale-street/l565,ALDI 903 Riverdale Street,open,903 Riverdale Street,West Springfield,,Massachusetts,MA,01089,US,42.1284,-72.6257,America/New_York,,,,25,25013,25013812201,250138122013002,44140,521,ceo,census
l566,,https://www.aldi.us/stores/l/ma/chicopee/505-memorial-drive/l566,ALDI 505 Memorial Drive,open,505 Memorial Drive,Chicopee,,Massachusetts,MA,01020,US,42.1717,-72.5766,America/New_York,,,,25,25013,25013810601,250138106012009,44140,521,ceo,census
l567,,https://www.aldi.us/stores/l/ma/hadley/354-russell-street/l567,ALDI 354 Russell Street,open,354 Russell Street,Hadley,,Massachusetts,MA,01035,US,42.3575,-72.5516,America/New_York,,,,25,25015,25015821400,250158214004010,11200,521,ceo,fcc
l570,,https://www.aldi.us/stores/l/ma/raynham/600-south-street-west/l570,ALDI 600 South Street West,open,600 South Street West,Raynham,,Massachusetts,MA,02767,US,41.9053,-71.045,America/New_York,,,,25,25005,25005612202,250056122023017,39300,148,ceo,census
l568,,https://www.aldi.us/stores/l/ma/pittsfield/898-crane-avenue/l568,ALDI 898 Crane Avenue,open,898 Crane Avenue,Pittsfield,,Massachusetts,MA,01201,US,42.4677,-73.2066,America/New_York,,,,25,25003,25003901100,250039011003034,38340,,ceo,census
l572,,https://www.aldi.us/stores/l/vt/bennington/10-kocher-dr/l572,ALDI 10 Kocher Dr,open,10 Kocher Dr,Bennington,,Vermont,VT,05201,US,42.8955,-73.2008,America/New_York,,,,50,50003,50003970900,500039709002016,13540,,ceo,census
l574,,https://www.aldi.us/stores/l/vt/rutland/263-s-main-st/l574,ALDI 263 S Main St,open,263 S Main St,Rutland,,Vermont,VT,05701,US,43.5899,-72.9701,America/New_York,,,,50,50021,50021963300,500219633006022,40860,,ceo,census
l575,,https://www.aldi.us/stores/l/vt/brattleboro/762-putney-road/l575,ALDI 762 Putney Road,open,762 Putney Road,Brattleboro,,Vermont,VT,05301,US,42.8751,-72.5623,America/New_York,,,,50,50025,50025968600,500259686002031,14710,313,ceo,census
l576,,https://www.aldi.us/stores/l/ri/north-smithfield/11-dowling-village-blvd/l576,ALDI 11 Dowling Village Blvd,open,11 Dowling Village Blvd,North Smithfield,,Rhode Island,RI,02896,US,41.9782,-71.5069,America/New_York,,,,44,44007,44007012803,440070128031005,39300,148,ceo,census
l577,,https://www.aldi.us/stores/l/ct/middletown/671-washington-street/l577,ALDI 671 Washington Street,open,671 Washington Street,Middletown,,Connecticut,CT,06457,US,41.5535,-72.6763,America/New_York,,,,09,09007,09007541402,090075414023002,,,ceo,census
l579,,https://www.aldi.us/stores/l/ri/cranston/1015-cranston-street/l579,ALDI 1015 Cranston Street,open,1015 Cranston Street,Cranston,,Rhode Island,RI,02920,US,41.7993,-71.4479,America/New_York,,,,44,44007,44007014100,440070141003032,39300,148,ceo,census
l583,,https://www.aldi.us/stores/l/ri/rumford/70-newport-avenue/l583,ALDI 70 Newport Avenue,open,70 Newport Avenue,Rumford,,Rhode Island,RI,02916,US,41.8573,-71.3544,America/New_York,,,,44,44007,44007010102,440070101021005,39300,148,ceo,census
l581,,https://www.aldi.us/stores/l/ri/warwick/444-quaker-lane/l581,ALDI 444 Quaker Lane,open,444 Quaker Lane,Warwick,,Rhode Island,RI,02886,US,41.6831,-71.5004,America/New_York,,,,44,44003,44003022202,440030222021002,39300,148,ceo,census
l582,,https://www.aldi.us/stores/l/ri/cranston/1138-pontiac-avenue/l582,ALDI 1138 Pontiac Avenue,open,1138 Pontiac Avenue,Cranston,,Rhode Island,RI,02920,US,41.7531,-71.4499,America/New_York,,,,44,44007,44007013900,440070139003022,39300,148,ceo,census
l584,,https://www.aldi.us/stores/l/ri/providence/539-smith-street/l584,ALDI 539 Smith Street,open,539 Smith Street,Providence,,Rhode Island,RI,02908,US,41.8362,-71.4286,America/New_York,,,,44,44007,44007002600,440070026003013,39300,148,ceo,census
l585,,https://www.aldi.us/stores/l/ri/westerly/100-franklin-street/l585,ALDI 100 Franklin Street,open,100 Franklin Street,Westerly,,Rhode Island,RI,02891,US,41.3623,-71.8101,America/New_York,,,,44,44009,44009050901,440090509012029,39300,148,ceo,census
l586,,https://www.aldi.us/stores/l/ct/vernon/360-talcottville-rd/l586,ALDI 360 Talcottville Rd.,open,360 Talcottville Rd.,Vernon,,Connecticut,CT,06066,US,41.8426,-72.4884,America/New_York,,,,09,09013,09013530302,090135303024004,,,ceo,census
l587,,https://www.aldi.us/stores/l/ct/enfield/25-hazard-ave-ste-7/l587,ALDI 25 Hazard Ave Ste 7,open,25 Hazard Ave Ste 7,Enfield,,Connecticut,CT,06082,US,41.9899,-72.581,America/New_York,,,,09,09003,09003480800,090034808004004,,,ceo,census
l588,,https://www.aldi.us/stores/l/ct/lisbon/175-river-road/l588,ALDI 175 River Road,open,175 River Road,Lisbon,,Connecticut,CT,06351,US,41.5857,-71.9943,America/New_York,,,,09,09011,09011710100,090117101005004,,,ceo,census
l589,,https://www.aldi.us/stores/l/ri/middletown/872-west-main-road/l589,ALDI 872 West Main Road,open,872 West Main Road,Middletown,,Rhode Island,RI,02842,US,41.5276,-71.2962,America/New_York,,,,44,44005,44005040303,440050403033005,39300,148,ceo,census
l590,,https://www.aldi.us/stores/l/ct/east-hartford/801-silver-lane/l590,ALDI 801 Silver Lane,open,801 Silver Lane,East Hartford,,Connecticut,CT,06118,US,41.7645,-72.6087,America/New_York,,,,09,09003,09003510500,090035105002000,,,ceo,census
l591,,https://www.aldi.us/stores/l/ct/north-windham/332-boston-post-road/l591,ALDI 332 Boston Post Road,open,332 Boston Post Road,North Windham,,Connecticut,CT,06256,US,41.739,-72.1792,America/New_York,,,,09,09015,09015800501,090158005011017,,,ceo,census
l592,,https://www.aldi.us/stores/l/ct/dayville/728-hartford-pike/l592,ALDI 728 Hartford Pike,open,728 Hartford Pike,Dayville,,Connecticut,CT,06241,US,41.8392,-71.8731,America/New_York,,,,09,09015,09015904101,090159041011020,,,ceo,census
l599,,https://www.aldi.us/stores/l/ny/monticello/121-broadway/l599,ALDI 121 Broadway,open,121 Broadway,Monticello,,New York,NY,12701,US,41.6515,-74.6768,America/New_York,,,,36,36105,36105951801,361059518014016,33910,408,ceo,census
l597,,https://www.aldi.us/stores/l/ct/derby/72-pershing-drive/l597,ALDI 72 Pershing Drive,open,72 Pershing Drive,Derby,,Connecticut,CT,06418,US,41.3293,-73.0844,America/New_York,,,,09,09009,09009120200,090091202001016,,,ceo,census
l598,,https://www.aldi.us/stores/l/ct/danbury/63-newtown-road/l598,ALDI 63 Newtown Road,open,63 Newtown Road,Danbury,,Connecticut,CT,06810,US,41.4051,-73.4191,America/New_York,,,,09,09001,09001210402,090012104021006,,,ceo,census
l600,,https://www.aldi.us/stores/l/ny/middletown/341-state-route-211-east/l600,ALDI 341 State Route 211 East,open,341 State Route 211 East,Middletown,,New York,NY,10940,US,41.4559,-74.3903,America/New_York,,,,36,36071,36071011400,360710114002017,28880,408,ceo,census
l602,,https://www.aldi.us/stores/l/ct/torrington/320-east-elm-st/l602,ALDI 320 East Elm St.,open,320 East Elm St.,Torrington,,Connecticut,CT,06790,US,41.8075,-73.1144,America/New_York,,,,09,09005,09005310100,090053101001008,,,ceo,census
l601,,https://www.aldi.us/stores/l/ct/new-milford/125-danbury-road/l601,ALDI 125 Danbury Road,open,125 Danbury Road,New Milford,,Connecticut,CT,06776,US,41.5565,-73.4172,America/New_York,,,,09,09005,09005425700,090054257001018,,,ceo,census
l603,,https://www.aldi.us/stores/l/ct/wallingford/1248-s-broad-st/l603,ALDI 1248 S. Broad St,open,1248 S. Broad St,Wallingford,,Connecticut,CT,06492,US,41.506,-72.8099,America/New_York,,,,09,09009,09009175400,090091754002009,,,ceo,census
l607,,https://www.aldi.us/stores/l/ct/waterbury/464-reidville-drive/l607,ALDI 464 Reidville Drive,open,464 Reidville Drive,Waterbury,,Connecticut,CT,06705,US,41.5394,-72.9973,America/New_York,,,,09,09009,09009352800,090093528001002,,,ceo,census
l608,,https://www.aldi.us/stores/l/ct/newington/2640-berlin-turnpike/l608,ALDI 2640 Berlin Turnpike,open,2640 Berlin Turnpike,Newington,,Connecticut,CT,06111,US,41.679,-72.7126,America/New_York,,,,09,09003,09003494100,090034941004001,,,ceo,census
