store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,state_fips,county_fips,tract_fips,block_fips,cbsa_fips,csa_fips,coord_source,fips_source
l181,,https://www.aldi.us/stores/l/pa/grove-city/2-pine-grv-village-drive/l181,ALDI 2 Pine Grv Village Drive,open,2 Pine Grv Village Drive,Grove City,,Pennsylvania,PA,16127,US,41.1669,-80.1105,America/New_York,,,,42,42085,42085032802,420850328023010,25850,430,ceo,census
fa13,,https://www.aldi.us/stores/l/fl/cape-coral/2301-del-prado-blvd-s-no-1030/fa13,ALDI 2301 Del Prado Blvd S No. 1030,open,2301 Del Prado Blvd S No. 1030,Cape Coral,,Florida,FL,33990,US,26.6114,-81.9388,America/New_York,,,,12,12071,12071010309,120710103092017,15980,163,ceo,census
f134,,https://www.aldi.us/stores/l/mo/poplar-bluff/601-north-westwood/f134,ALDI 601 North Westwood,open,601 North Westwood,Poplar Bluff,,Missouri,MO,63901,US,36.7625,-90.4117,America/Chicago,,,,29,29023,29023950302,290239503023030,38740,,ceo,census
fb74,,https://www.aldi.us/stores/l/ca/palm-desert/72543-highway-111-ste-b/fb74,ALDI 72543 Highway 111 Ste B,open,72543 Highway 111 Ste B,Palm Desert,,California,CA,92260,US,33.7251,-116.4017,America/Los_Angeles,,,,06,06065,06065045116,060650451162001,40140,348,ceo,census
fc79,,https://www.aldi.us/stores/l/nc/wilson/2106-forest-hills-road-west/fc79,ALDI 2106 Forest Hills Road West,open,2106 Forest Hills Road West,Wilson,,North Carolina,NC,27893,US,35.7289,-77.9507,America/New_York,,,,37,37195,37195000402,371950004022027,48980,468,ceo,fcc
fe54,,https://www.aldi.us/stores/l/mo/jackson/2502-east-jackson-blvd/fe54,ALDI 2502 East Jackson Blvd,open,2502 East Jackson Blvd,Jackson,,Missouri,MO,63755,US,37.3679,-89.6399,America/Chicago,,,,29,29031,29031880502,290318805023060,16020,164,ceo,census
f885,,https://www.aldi.us/stores/l/nc/belmont/6402-wilkinson-blvd/f885,ALDI 6402 Wilkinson Blvd.,open,6402 Wilkinson Blvd.,Belmont,,North Carolina,NC,28012,US,35.2516,-81.0459,America/New_York,,,,37,37071,37071032301,370710323013021,16740,172,ceo,census
l076,,https://www.aldi.us/stores/l/mi/greenville/2009-w-washington-st/l076,ALDI 2009 W Washington St,open,2009 W Washington St,Greenville,,Michigan,MI,48838,US,43.1766,-85.2865,America/Detroit,,,,26,26117,26117971300,261179713004006,24340,266,ceo,fcc
l669,,https://www.aldi.us/stores/l/fl/orlando/10537-e-colonial-dr/l669,ALDI 10537 E. Colonial Dr,open,10537 E. Colonial Dr,Orlando,,Florida,FL,32817,US,28.571,-81.2331,America/New_York,,,,12,12095,12095016505,120950165051006,36740,422,ceo,census
f252,,https://www.aldi.us/stores/l/in/indianapolis/1440-e-86th-street/f252,ALDI 1440 E. 86th Street,open,1440 E. 86th Street,Indianapolis,,Indiana,IN,46240,US,39.9141,-86.1353,America/Indiana/Indianapolis,,,,18,18097,18097320206,180973202061002,26900,294,ceo,census
l464,,https://www.aldi.us/stores/l/ia/urbandale/8400-douglas-avenue/l464,ALDI 8400 Douglas Avenue,open,8400 Douglas Avenue,Urbandale,,Iowa,IA,50322,US,41.6284,-93.7331,America/Chicago,,,,19,19153,19153010411,191530104112002,19780,218,ceo,census
l025,,https://www.aldi.us/stores/l/mi/ypsilanti/3299-carpenter-rd/l025,ALDI 3299 Carpenter Rd.,open,3299 Carpenter Rd.,Ypsilanti,,Michigan,MI,48197,US,42.242,-83.6799,America/Detroit,,,,26,26161,26161414300,261614143004000,11460,220,ceo,census
f917,,https://www.aldi.us/stores/l/sc/north-myrtle-beach/244-n-hwy-17/f917,ALDI 244 N HWY 17,open,244 N HWY 17,North Myrtle Beach,,South Carolina,SC,29582,US,33.8315,-78.6766,America/New_York,,,,45,45051,45051040300,450510403002054,34820,396,ceo,census
f913,,https://www.aldi.us/stores/l/sc/columbia/6075-st-andrews-road-s/f913,ALDI 6075 St. Andrews Road S,open,6075 St. Andrews Road S,Columbia,,South Carolina,SC,29212,US,34.0542,-81.161,America/New_York,,,,45,45063,45063021109,450630211091020,17900,192,ceo,fcc
fb75,,https://www.aldi.us/stores/l/ca/palm-springs/5200-ramon-road/fb75,ALDI 5200 E Ramon Rd Ste B5,open,5200 Ramon Road,Palm Springs,,California,CA,92264,US,33.8187,-116.4928,America/Los_Angeles,,,,06,06065,06065044702,060650447021015,40140,348,ceo,census
f857,,https://www.aldi.us/stores/l/ny/west-seneca/865-harlem-rd/f857,ALDI 865 Harlem Rd,open,865 Harlem Rd,West Seneca,,New York,NY,14224,US,42.8666,-78.7861,America/New_York,,,,36,36029,36029011300,360290113004002,15380,160,ceo,census
f324,,https://www.aldi.us/stores/l/ia/council-bluffs/3135-manawa-centre-drive/f324,ALDI 3135 Manawa Centre Dr.,open,3135 Manawa Centre Drive,Council Bluffs,,Iowa,IA,51501,US,41.2289,-95.8465,America/Chicago,,,,19,19155,19155031300,191550313002012,36540,420,ceo,census
f135,,https://www.aldi.us/stores/l/mo/troy/6-the-plaza/f135,ALDI #6 The Plaza,open,#6 The Plaza,Troy,,Missouri,MO,63379,US,38.9777,-90.9848,America/Chicago,,,,29,29113,29113810305,291138103055012,41180,476,ceo,fcc
l234,,https://www.aldi.us/stores/l/tn/brentwood/1701-mallory-lane/l234,ALDI 1701 Mallory Lane,open,1701 Mallory Lane,Brentwood,,Tennessee,TN,37027,US,35.9661,-86.8149,America/Chicago,,,,47,47187,47187050307,471870503072009,34980,400,ceo,fcc
l132,,https://www.aldi.us/stores/l/ia/cedar-rapids/180-collins-road-ne-suite-d/l132,ALDI 180 Collins Road NE Suite D,open,180 Collins Road NE Suite D,Cedar Rapids,,Iowa,IA,52402,US,42.0297,-91.628,America/Chicago,,,,19,19113,19113000300,191130003002011,16300,168,ceo,census
l182,,https://www.aldi.us/stores/l/pa/north-versailles/100-aldi-drive/l182,ALDI 100 Aldi Drive,open,100 Aldi Drive,North Versailles,,Pennsylvania,PA,15137,US,40.3697,-79.7791,America/New_York,,,,42,42003,42003564400,420035644004009,38300,430,ceo,fcc
fo12,,https://www.aldi.us/stores/l/fl/orlando/14819-e-colonial-dr/fo12,ALDI 14819 E Colonial Dr,open,14819 E Colonial Dr,Orlando,,Florida,FL,32826,US,28.5663,-81.1639,America/New_York,,,,12,12095,12095016509,120950165092000,36740,422,ceo,census
f887,,https://www.aldi.us/stores/l/nc/statesville/125-north-pointe-blvd/f887,ALDI 125 North Pointe Blvd.,open,125 North Pointe Blvd.,Statesville,,North Carolina,NC,28625,US,35.8154,-80.8788,America/New_York,,,,37,37097,37097061003,370970610033015,16740,172,ceo,census
fe97,,https://www.aldi.us/stores/l/pa/valencia/1300-robert-william-drive/fe97,ALDI 1300 Robert William Drive,open,1300 Robert William Drive,Valencia,,Pennsylvania,PA,16059,US,40.6941,-79.9734,America/New_York,,,,42,42019,42019912406,420199124062000,38300,430,ceo,fcc
l466,,https://www.aldi.us/stores/l/ia/waukee/1030-east-hickman-road/l466,ALDI 1030 East Hickman Road,open,1030 East Hickman Road,Waukee,,Iowa,IA,50263,US,41.6142,-93.8548,America/Chicago,,,,19,19049,19049050807,190490508073002,19780,218,ceo,census
f454,,https://www.aldi.us/stores/l/nj/phillipsburg/1316-us-22/f454,ALDI 1316 US-22,open,1316 US-22,Phillipsburg,,New Jersey,NJ,08865,US,40.6743,-75.1404,America/New_York,,,,34,34041,34041032300,340410323002002,10900,106,ceo,census
l080,,https://www.aldi.us/stores/l/mi/caro/1181-e-caro-rd/l080,ALDI 1181 E. Caro Rd,open,1181 E. Caro Rd,Caro,,Michigan,MI,48723,US,43.5012,-83.3808,America/Detroit,,,,26,26157,26157000600,261570006003014,,,ceo,census
fb77,,https://www.aldi.us/stores/l/ca/escondido/1330-east-valley-parkway/fb77,ALDI 1330 E Valley Parkway # M,open,1330 East Valley Parkway,Escondido,,California,CA,92027,US,33.1326,-117.0652,America/Los_Angeles,,,,06,06073,06073020211,060730202112020,41740,,ceo,census
fc80,,https://www.aldi.us/stores/l/nc/winterville/655-s-square-drive/fc80,ALDI 655 S. Square Drive,open,655 S. Square Drive,Winterville,,North Carolina,NC,28590,US,35.5563,-77.4059,America/New_York,,,,37,37147,37147000606,371470006061030,24780,274,ceo,census
f325,,https://www.aldi.us/stores/l/ne/omaha/3433-n-90th-street/f325,ALDI 3433 N. 90th Street,open,3433 N. 90th Street,Omaha,,Nebraska,NE,68134,US,41.2911,-96.0519,America/Chicago,,,,31,31055,31055006504,310550065041006,36540,420,ceo,census
l247,,https://www.aldi.us/stores/l/tn/murfreesboro/3267-memorial-blvd/l247,ALDI 3267 Memorial Blvd,open,3267 Memorial Blvd,Murfreesboro,,Tennessee,TN,37129,US,35.9056,-86.3846,America/Chicago,,,,47,47149,47149041301,471490413013019,34980,400,ceo,census
l468,,https://www.aldi.us/stores/l/ia/des-moines/2543-east-university/l468,ALDI 2543 East University,open,2543 East University,Des Moines,,Iowa,IA,50317,US,41.6,-93.5689,America/Chicago,,,,19,19153,19153002100,191530021001008,19780,218,ceo,census
f858,,https://www.aldi.us/stores/l/ny/irondequoit/2194-hudson-avenue/f858,ALDI 2194 Hudson Avenue,open,2194 Hudson Avenue,Irondequoit,,New York,NY,14617,US,43.2088,-77.6004,America/New_York,,,,36,36055,36055010602,360550106023014,40380,464,ceo,census
f136,,https://www.aldi.us/stores/l/il/sparta/1250-n-market-st/f136,ALDI 1250 N Market St,open,1250 N Market St,Sparta,,Illinois,IL,62286,US,38.1383,-89.7035,America/Chicago,,,,17,17157,17157950600,171579506001003,,,ceo,census
f286,,https://www.aldi.us/stores/l/mo/joplin/2630-mcclelland-boulevard/f286,ALDI 2630 McClelland Blvd.,open,2630 McClelland Boulevard,Joplin,,Missouri,MO,64804,US,37.0612,-94.5327,America/Chicago,,,,29,29097,29097010902,290970109022025,27900,309,ceo,census
l183,,https://www.aldi.us/stores/l/pa/pittsburgh/880-butler-street/l183,ALDI 880 Butler Street,open,880 Butler Street,Pittsburgh,,Pennsylvania,PA,15223,US,40.512,-79.945,America/New_York,,,,42,42003,42003426700,420034267002032,38300,430,ceo,census
l671,,https://www.aldi.us/stores/l/fl/clermont/2503-s-highway-27/l671,ALDI 2503 S. Highway 27,open,2503 S. Highway 27,Clermont,,Florida,FL,34711,US,28.5347,-81.7354,America/New_York,,,,12,12069,12069031315,120690313152073,36740,422,ceo,census
f462,,https://www.aldi.us/stores/l/nj/sicklerville/500-cross-keys-rd-bldg-600/f462,ALDI 500 Cross Keys Rd Bldg 600,open,500 Cross Keys Rd Bldg 600,Sicklerville,,New Jersey,NJ,08081,US,39.7444,-74.9948,America/New_York,,,,34,34007,34007609206,340076092061004,37980,428,ceo,census
fb80,,https://www.aldi.us/stores/l/ca/calexico/2450-rockwood-avenue/fb80,ALDI 2450 Rockwood Ave,open,2450 Rockwood Avenue,Calexico,,California,CA,92231,US,32.6949,-115.4961,America/Los_Angeles,,,,06,06025,06025011901,060250119012035,20940,,ceo,census
fb81,,https://www.aldi.us/stores/l/ca/long-beach/955-e-anaheim-st/fb81,ALDI 955 E Anaheim St,open,955 E Anaheim St,Long Beach,,California,CA,90813,US,33.7828,-118.1809,America/Los_Angeles,,,,06,06037,06037575300,060375753001004,31080,348,ceo,census
ff13,,https://www.aldi.us/stores/l/md/annapolis/133-holiday-court/ff13,ALDI 133 Holiday Court,open,133 Holiday Court,Annapolis,,Maryland,MD,21401,US,38.9817,-76.5463,America/New_York,,,,24,24003,24003702402,240037024022005,12580,548,ceo,census
f888,,https://www.aldi.us/stores/l/nc/greensboro/4222-w-gate-city-boulevard/f888,ALDI 4222 W Gate City Boulevard,open,4222 W Gate City Boulevard,Greensboro,,North Carolina,NC,27407,US,36.037,-79.8635,America/New_York,,,,37,37081,37081012617,370810126172015,24660,268,ceo,census
f914,,https://www.aldi.us/stores/l/sc/summerville/10015-dorchester-rd/f914,ALDI 10015 Dorchester Rd.,open,10015 Dorchester Rd.,Summerville,,South Carolina,SC,29485,US,32.9515,-80.1643,America/New_York,,,,45,45035,45035010808,450350108084028,16700,,ceo,census
l470,,https://www.aldi.us/stores/l/ia/west-des-moines/6050-mills-civic-parkway/l470,ALDI 6050 Mills Civic Parkway,open,6050 Mills Civic Parkway,West Des Moines,,Iowa,IA,50266,US,41.5584,-93.7925,America/Chicago,,,,19,19049,19049050816,190490508161022,19780,218,ceo,census
l543,,https://www.aldi.us/stores/l/sd/sioux-falls/4201-w-61st-circle-north/l543,ALDI 4201 W. 61st Circle North,open,4201 W. 61st Circle North,Sioux Falls,,South Dakota,SD,57107,US,43.6024,-96.7801,America/Chicago,,,,46,46099,46099010405,460990104053009,43620,,ceo,census
f827,,https://www.aldi.us/stores/l/ny/utica/121-herkimer-road/f827,ALDI 121 Herkimer Road,open,121 Herkimer Road,Utica,,New York,NY,13502,US,43.1162,-75.2077,America/New_York,,,,36,36065,36065021601,360650216011006,46540,,ceo,census
l674,,https://www.aldi.us/stores/l/fl/orlando/1900-s-semoran-blvd/l674,ALDI 1900 S. Semoran Blvd,open,1900 S. Semoran Blvd,Orlando,,Florida,FL,32822,US,28.5199,-81.3121,America/New_York,,,,12,12095,12095013603,120950136033002,36740,422,ceo,census
f563,,https://www.aldi.us/stores/l/wv/beckley/21-by-pass-plaza-shpg-ctr/f563,ALDI 21 By Pass Plaza Shpg Ctr,open,21 By Pass Plaza Shpg Ctr,Beckley,,West Virginia,WV,25801,US,37.8088,-81.1836,America/New_York,,,,54,54081,54081001400,540810014002038,13220,,ceo,fcc
fa52,,https://www.aldi.us/stores/l/fl/doral/5875-nw-105th-ct-unit-100/fa52,"ALDI 5875 NW 105th Ct, Unit 100",open,5875 NW 105th Ct,Doral,,Florida,FL,33178,US,25.8268,-80.3682,America/New_York,,,,12,12086,12086009057,120860090571022,33100,370,ceo,census
f326,,https://www.aldi.us/stores/l/ar/fayetteville/3214-w-martin-luther-king/f326,ALDI 3214 W Martin Luther King,open,3214 W Martin Luther King,Fayetteville,,Arkansas,AR,72704,US,36.0516,-94.2065,America/Chicago,,,,05,05143,05143010521,051430105212018,22220,,ceo,census
fb82,,https://www.aldi.us/stores/l/ca/moreno-valley/12630-day-st/fb82,ALDI 12630 Day St,open,12630 Day St,Moreno Valley,,California,CA,92553,US,33.9367,-117.2761,America/Los_Angeles,,,,06,06065,06065042523,060650425233006,40140,348,ceo,census
ff54,,https://www.aldi.us/stores/l/fl/north-port/1455-sun-market-pl/ff54,ALDI 1455 Sun Market Pl,open,1455 Sun Market Pl,North Port,,Florida,FL,34288,US,27.0651,-82.1567,America/New_York,,,,12,12115,12115002742,121150027423111,35840,412,ceo,fcc
l740,,https://www.aldi.us/stores/l/fl/ocala/7891-bahia-road/l740,ALDI 7891 Bahia Road,open,7891 Bahia Road,Ocala,,Florida,FL,34472,US,29.1117,-82.0226,America/New_York,,,,12,12083,12083001204,120830012043007,36100,,ceo,fcc
l184,,https://www.aldi.us/stores/l/pa/monroeville/1766-golden-mile-highway/l184,ALDI 1766 Golden Mile Highway,open,1766 Golden Mile Highway,Monroeville,,Pennsylvania,PA,15146,US,40.4445,-79.7127,America/New_York,,,,42,42003,42003521500,420035215001003,38300,430,ceo,census
f890,,https://www.aldi.us/stores/l/nc/charlotte/5817-prosperity-church-road/f890,ALDI 5817 Prosperity Church Road,open,5817 Prosperity Church Road,Charlotte,,North Carolina,NC,28269,US,35.3725,-80.7861,America/New_York,,,,37,37119,37119005525,371190055251019,16740,172,ceo,census
f137,,https://www.aldi.us/stores/l/mo/florissant/11296-w-florissant/f137,ALDI 11296 W. Florissant,open,11296 W. Florissant,Florissant,,Missouri,MO,63033,US,38.7736,-90.2799,America/Chicago,,,,29,29189,29189211102,291892111023003,41180,476,ceo,census
fa90,,https://www.aldi.us/stores/l/tx/spring/2412-rayford-rd/fa90,ALDI 2412 Rayford Rd.,open,2412 Rayford Rd.,Spring,,Texas,TX,77386,US,30.1231,-95.4051,America/Chicago,,,,48,48339,48339692007,483396920071001,26420,288,ceo,census
fb83,,https://www.aldi.us/stores/l/ca/lake-elsinore/18294-collier-ave/fb83,ALDI 18294 Collier Ave,open,18294 Collier Ave,Lake Elsinore,,California,CA,92530,US,33.692,-117.3393,America/Los_Angeles,,,,06,06065,06065043006,060650430063000,40140,348,ceo,census
l471,,https://www.aldi.us/stores/l/mn/apple-valley/7589-153rd-street-w/l471,ALDI 7589 153rd Street W.,open,7589 153rd Street W.,Apple Valley,,Minnesota,MN,55124,US,44.7286,-93.22,America/Chicago,,,,27,27037,27037060812,270370608122000,33460,378,ceo,census
f859,,https://www.aldi.us/stores/l/ny/gates/8-spencerport-rd/f859,ALDI 8 Spencerport Rd.,open,8 Spencerport Rd.,Gates,,New York,NY,14606,US,43.1666,-77.6935,America/New_York,,,,36,36055,36055014301,360550143012006,40380,464,ceo,census
l675,,https://www.aldi.us/stores/l/fl/orlando/4607-s-orange-blossom-trl/l675,ALDI 4607 S Orange Blossom Trl,open,4607 S Orange Blossom Trl,Orlando,,Florida,FL,32839,US,28.4979,-81.3961,America/New_York,,,,12,12095,12095014400,120950144002013,36740,422,ceo,census
fe67,,https://www.aldi.us/stores/l/nj/wayne/625-hamburg-tpke/fe67,ALDI 625 Hamburg Tpke,open,625 Hamburg Tpke,Wayne,,New Jersey,NJ,07470,US,40.9546,-74.2206,America/New_York,,,,34,34031,34031246101,340312461011000,35620,408,ceo,census
f327,,https://www.aldi.us/stores/l/mo/saint-joseph/4132-n-belt-hwy/f327,ALDI 4132 N. Belt Hwy.,open,4132 N. Belt Hwy.,Saint Joseph,,Missouri,MO,64506,US,39.8075,-94.8167,America/Chicago,,,,29,29021,29021000200,290210002001011,41140,312,ceo,census
l077,,https://www.aldi.us/stores/l/mi/hudsonville/4010-32nd-avenue/l077,ALDI 4010 32nd Avenue,open,4010 32nd Avenue,Hudsonville,,Michigan,MI,49426,US,42.8418,-85.861,America/Detroit,,,,26,26139,26139023001,261390230012015,24340,266,ceo,census
fc93,,https://www.aldi.us/stores/l/va/virginia-beach/332-thalia-rd/fc93,ALDI 332 Thalia Rd,open,332 Thalia Rd,Virginia Beach,,Virginia,VA,23452,US,36.8441,-76.1199,America/New_York,,,,51,51810,51810045601,518100456012005,47260,545,ceo,census
ff44,,https://www.aldi.us/stores/l/ga/dublin/2413-w-hwy-80/ff44,ALDI 2413 W. Hwy 80,open,2413 W. Hwy 80,Dublin,,Georgia,GA,31021,US,32.5476,-82.9679,America/New_York,,,,13,13175,13175950202,131759502022094,20140,,ceo,census
f846,,https://www.aldi.us/stores/l/ny/norwich/6134-state-hwy-12/f846,ALDI 6134 State Hwy 12,open,6134 State Hwy 12,Norwich,,New York,NY,13815,US,42.5502,-75.5248,America/New_York,,,,36,36017,36017970601,360179706013056,,,ceo,census
l533,,https://www.aldi.us/stores/l/mn/blaine/10985-ulysses-st-ne-200/l533,ALDI 10985 Ulysses St NE # 200,open,10985 Ulysses St NE # 200,Blaine,,Minnesota,MN,55434,US,45.1705,-93.2361,America/Chicago,,,,27,27003,27003050807,270030508074000,33460,378,ceo,census
f915,,https://www.aldi.us/stores/l/va/roanoke/1521-hershberger-road-nw/f915,ALDI 1521 Hershberger Road NW,open,1521 Hershberger Road NW,Roanoke,,Virginia,VA,24012,US,37.3163,-79.9614,America/New_York,,,,51,51770,51770000300,517700003003048,40220,,ceo,census
fb86,,https://www.aldi.us/stores/l/ca/el-centro/2260-n-imperial-ave/fb86,ALDI 2260 N Imperial Ave,open,2260 N Imperial Ave,El Centro,,California,CA,92243,US,32.8143,-115.5712,America/Los_Angeles,,,,06,06025,06025011201,060250112013012,20940,,ceo,census
f138,,https://www.aldi.us/stores/l/mo/bridgeton/12290-st-charles-rock-road/f138,ALDI 12290 St. Charles Rock Road,open,12290 St. Charles Rock Road,Bridgeton,,Missouri,MO,63044,US,38.7507,-90.4288,America/Chicago,,,,29,29189,29189213104,291892131042023,41180,476,ceo,census
l185,,https://www.aldi.us/stores/l/pa/west-mifflin/239-clairton-boulevard/l185,ALDI 239 Clairton Boulevard,open,239 Clairton Boulevard,West Mifflin,,Pennsylvania,PA,15236,US,40.3404,-79.9546,America/New_York,,,,42,42003,42003489001,420034890011016,38300,430,ceo,census
f470,,https://www.aldi.us/stores/l/nj/monmouth-junction/4180-us-1-400c/f470,ALDI 4180 US-1 #400C,open,4180 US-1 #400C,Monmouth Junction,,New Jersey,NJ,08852,US,40.3826,-74.5736,America/New_York,,,,34,34023,34023008504,340230085042000,35620,408,ceo,fcc
l676,,https://www.aldi.us/stores/l/fl/orlando/7031-narcoossee-rd/l676,ALDI 7031 Narcoossee Rd,open,7031 Narcoossee Rd,Orlando,,Florida,FL,32822,US,28.4643,-81.2737,America/New_York,,,,12,12095,12095016756,120950167561049,36740,422,ceo,fcc
l473,,https://www.aldi.us/stores/l/ia/marshalltown/2405-south-center-street/l473,ALDI 2405 South Center Street,open,2405 South Center Street,Marshalltown,,Iowa,IA,50158,US,42.017,-92.9135,America/Chicago,,,,19,19127,19127950801,191279508012013,32260,,ceo,fcc
fg34,,https://www.aldi.us/stores/l/oh/south-point/228-township-rd-1430/fg34,ALDI 228 Township Rd 1430,open,228 Township Rd 1430,South Point,,Ohio,OH,45680,US,38.4168,-82.5111,America/New_York,,,,39,39087,39087051102,390870511023012,26580,170,ceo,census
f892,,https://www.aldi.us/stores/l/nc/charlotte/4120-sunset-road/f892,ALDI 4120 Sunset Road,open,4120 Sunset Road,Charlotte,,North Carolina,NC,28216,US,35.3042,-80.8593,America/New_York,,,,37,37119,37119005406,371190054061001,16740,172,ceo,census
l526,,https://www.aldi.us/stores/l/mn/cloquet/131-big-lake-road/l526,ALDI 131 Big Lake Road,open,131 Big Lake Road,Cloquet,,Minnesota,MN,55720,US,46.7133,-92.4647,America/Chicago,,,,27,27017,27017070401,270170704011046,20260,228,ceo,census
l395,,https://www.aldi.us/stores/l/va/fairfax/13033-fair-lakes-shop-ctr/l395,ALDI 13033 Fair Lakes Shop Ctr,open,13033 Fair Lakes Shop Ctr,Fairfax,,Virginia,VA,22033,US,38.8566,-77.3915,America/New_York,,,,51,51059,51059491801,510594918011004,47900,548,ceo,census
fb28,,https://www.aldi.us/stores/l/ca/riverside/3750-tyler-st/fb28,ALDI 3750 Tyler St,open,3750 Tyler St,Riverside,,California,CA,92503,US,33.9105,-117.4618,America/Los_Angeles,,,,06,06065,06065041408,060650414082000,40140,348,ceo,census
ff29,,https://www.aldi.us/stores/l/fl/tampa/213-n-dale-mabry-hwy/ff29,ALDI 213 N Dale Mabry Hwy,open,213 N Dale Mabry Hwy,Tampa,,Florida,FL,33609,US,27.9464,-82.5052,America/New_York,,,,12,12057,12057004800,120570048001035,45300,,ceo,census
l023,,https://www.aldi.us/stores/l/mi/lapeer/815-east-st/l023,ALDI 815 East St,open,815 East St,Lapeer,,Michigan,MI,48446,US,43.0402,-83.3191,America/Detroit,,,,26,26087,26087337500,260873375001030,19820,220,ceo,census
l677,,https://www.aldi.us/stores/l/fl/orlando/765-w-sandlake-rd/l677,ALDI 765 W. Sandlake Rd,open,765 W. Sandlake Rd,Orlando,,Florida,FL,32809,US,28.4516,-81.3855,America/New_York,,,,12,12095,12095014201,120950142012014,36740,422,ceo,census
fb87,,https://www.aldi.us/stores/l/ca/palmdale/740-w-rancho-vista-blvd/fb87,ALDI 740 W Rancho Vista Blvd,open,740 W Rancho Vista Blvd,Palmdale,,California,CA,93551,US,34.6007,-118.1452,America/Los_Angeles,,,,06,06037,06037910218,060379102182012,31080,348,ceo,census
l187,,https://www.aldi.us/stores/l/pa/meadville/16500-conneaut-lake-road/l187,ALDI 16500 Conneaut Lake Road,open,16500 Conneaut Lake Road,Meadville,,Pennsylvania,PA,16335,US,41.6235,-80.2059,America/New_York,,,,42,42039,42039111800,420391118003014,32740,240,ceo,census
f787,,https://www.aldi.us/stores/l/wi/appleton/2702-n-richmond-street/f787,ALDI 2702 N Richmond Street,open,2702 N Richmond Street,Appleton,,Wisconsin,WI,54911,US,44.286,-88.4151,America/Chicago,,,,55,55087,55087011400,550870114003000,11540,118,ceo,census
f632,,https://www.aldi.us/stores/l/oh/medina/1150-n-court-st/f632,ALDI 1150 N Court St,open,1150 N Court St,Medina,,Ohio,OH,44256,US,41.1582,-81.8612,America/New_York,,,,39,39103,39103408003,391034080031012,17410,184,ceo,census
fc34,,https://www.aldi.us/stores/l/az/phoenix/4553-e-cactus-road/fc34,ALDI 4553 E Cactus Road,open,4553 E Cactus Road,Phoenix,,Arizona,AZ,85032,US,33.5985,-111.9853,America/Phoenix,,,,04,04013,04013103208,040131032082000,38060,429,ceo,census
f916,,https://www.aldi.us/stores/l/nc/asheboro/1318-e-dixie-dr/f916,ALDI 1318 E. Dixie Dr.,open,1318 E. Dixie Dr.,Asheboro,,North Carolina,NC,27203,US,35.6967,-79.7878,America/New_York,,,,37,37151,37151030806,371510308061015,24660,268,ceo,census
l474,,https://www.aldi.us/stores/l/wi/menomonie/2505-hils-court/l474,ALDI 2505 Hils Court,open,2505 Hils Court,Menomonie,,Wisconsin,WI,54751,US,44.913,-91.9327,America/Chicago,,,,55,55033,55033970500,550339705001055,32860,232,ceo,census
f860,,https://www.aldi.us/stores/l/ny/buffalo/2090-elmwood-ave/f860,ALDI 2090 Elmwood Ave,open,2090 Elmwood Ave,Buffalo,,New York,NY,14207,US,42.9543,-78.8798,America/New_York,,,,36,36029,36029005600,360290056002007,15380,160,ceo,census
fb52,,https://www.aldi.us/stores/l/ca/redlands/27641-sanbernardino-ave-110/fb52,ALDI 27641 SanBernardino Ave 110,open,27641 SanBernardino Ave 110,Redlands,,California,CA,92374,US,34.0759,-117.2027,America/Los_Angeles,,,,06,06071,06071007800,060710078001019,40140,348,ceo,census
f893,,https://www.aldi.us/stores/l/sc/lexington/5182-sunset-boulevard/f893,ALDI 5182 Sunset Boulevard,open,5182 Sunset Boulevard,Lexington,,South Carolina,SC,29072,US,34.0065,-81.2018,America/New_York,,,,45,45063,45063021038,450630210381072,17900,192,ceo,census
fj78,,https://www.aldi.us/stores/l/wv/moundsville/200-lafayette-ave/fj78,ALDI 200 Lafayette Ave.,open,200 Lafayette Ave.,Moundsville,,West Virginia,WV,26041,US,39.9276,-80.7499,America/New_York,,,,54,54051,54051020200,540510202002007,48540,,ceo,fcc
fo23,,https://www.aldi.us/stores/l/ca/san-diego/9340-mira-mesa-blvd/fo23,ALDI 9340 Mira Mesa Blvd.,open,9340 Mira Mesa Blvd.,San Diego,,California,CA,92126,US,32.9174,-117.1246,America/Los_Angeles,,,,06,06073,06073008355,060730083552012,41740,,ceo,census
fb91,,https://www.aldi.us/stores/l/ca/beaumont/1638-east-2nd-street/fb91,ALDI 1638 E Second St,open,1638 East 2nd Street,Beaumont,,California,CA,92223,US,33.9253,-116.9494,America/Los_Angeles,,,,06,06065,06065043820,060650438201002,40140,348,ceo,census
l188,,https://www.aldi.us/stores/l/pa/clarion/22827-route-68/l188,ALDI 22827 Route 68,open,22827 Route 68,Clarion,,Pennsylvania,PA,16214,US,41.1971,-79.3924,America/New_York,,,,42,42031,42031160800,420311608001006,,,ceo,census
fb61,,https://www.aldi.us/stores/l/ca/oceanside/4251-oceanside-blvd/fb61,ALDI 4251 Oceanside Blvd,open,4251 Oceanside Blvd,Oceanside,,California,CA,92056,US,33.208,-117.2818,America/Los_Angeles,,,,06,06073,06073019403,060730194032008,41740,,ceo,census
